Station,Lat,Lon,Divisions,Year,Count,Type
Cloughjordan,52.942,-8.0397,Tipperary,2013,3,Damage to Property
Cloyne,51.8628,-8.1235,Cork North,2013,13,Damage to Property
Coachford,51.9091,-8.7911,Cork West,2013,10,Damage to Property
Cobh,51.8482,-8.3036,Cork North,2013,61,Damage to Property
Collon,53.7779,-6.4849,Louth,2013,7,Damage to Property
Collooney,54.1855,-8.4879,Sligo/Leitrim,2013,36,Damage to Property
Cong,53.5415,-9.2865,Mayo,2013,5,Damage to Property
Convoy,54.8593,-7.669,Donegal,2013,10,Damage to Property
Coolaney,54.1724,-8.6034,Sligo/Leitrim,2013,7,Damage to Property
Coolock,53.3903,-6.2011,D.M.R. Northern,2013,412,Damage to Property
Cootehill,54.0747,-7.0787,Cavan/Monaghan,2013,22,Damage to Property
Corofin,52.9475,-9.0686,Clare,2013,3,Damage to Property
Corofin,53.4376,-8.8631,Galway,2013,2,Damage to Property
Courtown Harbour,52.6443,-6.2305,Wexford,2013,39,Damage to Property
Craughwell,53.2294,-8.7339,Galway,2013,8,Damage to Property
Creggs,53.5949,-8.3638,Galway,2013,1,Damage to Property
Crookstown,51.8587,-8.8013,Cork West,2013,7,Damage to Property
Croom,52.522,-8.7188,Limerick,2013,16,Damage to Property
Crosshaven,51.803999999999995,-8.3045,Cork City,2013,14,Damage to Property
Crossmolina,54.0998,-9.3227,Mayo,2013,8,Damage to Property
Crumlin,53.3196,-6.315,D.M.R. Southern,2013,287,Damage to Property
Crusheen,52.9385,-8.8986,Clare,2013,3,Damage to Property
Daingean,53.293,-7.2936,Laois/Offaly,2013,9,Damage to Property
Delvin,53.6145,-7.0901,Westmeath,2013,9,Damage to Property
Dingle,52.1392,-10.2705,Kerry,2013,6,Damage to Property
Dolla,52.7971,-8.1921,Tipperary,2013,3,Damage to Property
Donegal Town,54.6524,-8.1111,Donegal,2013,14,Damage to Property
Doneraile,52.2157,-8.5854,Cork North,2013,12,Damage to Property
Donnybrook,53.3217,-6.2359,D.M.R. South Central,2013,171,Damage to Property
Douglas,51.8751,-8.431000000000001,Cork City,2013,57,Damage to Property
Dowra,54.1904,-8.0153,Cavan/Monaghan,2013,3,Damage to Property
Drimoleague,51.659,-9.264,Cork West,2013,3,Damage to Property
Drinagh,51.6477,-9.1545,Cork West,2013,2,Damage to Property
Drogheda,53.7151,-6.3566,Louth,2013,388,Damage to Property
Drumad,54.0957,-6.3608,Louth,2013,25,Damage to Property
Drumcollogher,52.3382,-8.9113,Limerick,2013,3,Damage to Property
Drumlish,53.8217,-7.7659,Roscommon/Longford,2013,15,Damage to Property
Drumshambo,54.0465,-8.04,Sligo/Leitrim,2013,10,Damage to Property
Dublin Airport,53.4299,-6.2455,D.M.R. Northern,2013,15,Damage to Property
Duleek,53.6539,-6.4181,Meath,2013,37,Damage to Property
Dun Fionnachaid,55.1829,-7.9744,Donegal,2013,1,Damage to Property
Dun Laoghaire,53.2899,-6.1333,D.M.R. Eastern,2013,228,Damage to Property
Dunboyne,53.4211,-6.4771,Meath,2013,44,Damage to Property
Duncannon,52.2214,-6.9298,Wexford,2013,18,Damage to Property
Dundalk,53.9995,-6.4097,Louth,2013,508,Damage to Property
Dundrum,53.2895,-6.2426,D.M.R. Eastern,2013,371,Damage to Property
Dungarvan,52.0877,-7.6245,Waterford,2013,120,Damage to Property
Dunlavin,53.0588,-6.7011,Wicklow,2013,5,Damage to Property
Dunleer,53.8285,-6.3946,Louth,2013,25,Damage to Property
Dunmanway,51.7228,-9.1101,Cork West,2013,31,Damage to Property
Dunmore East,52.1484,-6.9929,Waterford,2013,14,Damage to Property
Dunmore,53.6176,-8.7406,Galway,2013,6,Damage to Property
Dunshaughlin,53.5108,-6.5393,Meath,2013,27,Damage to Property
Durrow,52.8443,-7.3961,Laois/Offaly,2013,4,Damage to Property
Durrus,51.6205,-9.524,Cork West,2013,1,Damage to Property
Edenderry,53.3368,-7.0608,Laois/Offaly,2013,37,Damage to Property
Edgeworthstown,53.6956,-7.606,Roscommon/Longford,2013,52,Damage to Property
Elphin,53.8458,-8.1925,Roscommon/Longford,2013,5,Damage to Property
Emly,52.4651,-8.3542,Tipperary,2013,4,Damage to Property
Emyvale,54.3394,-6.9576,Cavan/Monaghan,2013,12,Damage to Property
Enfield,53.4151,-6.8339,Meath,2013,22,Damage to Property
Ennis,52.8469,-8.9811,Clare,2013,178,Damage to Property
Enniscorthy,52.5007,-6.5707,Wexford,2013,185,Damage to Property
Enniscrone,54.2138,-9.0885,Sligo/Leitrim,2013,18,Damage to Property
Enniskerry,53.1913,-6.1695,Wicklow,2013,35,Damage to Property
Ennistymon,52.9374,-9.2885,Clare,2013,43,Damage to Property
Eyrecourt,53.1994,-8.1324,Galway,2013,5,Damage to Property
Farranfore,52.1714,-9.5497,Kerry,2013,4,Damage to Property
Ferbane,53.2708,-7.8276,Laois/Offaly,2013,18,Damage to Property
Fermoy,52.1385,-8.2742,Cork North,2013,45,Damage to Property
Ferns,52.591,-6.4978,Wexford,2013,26,Damage to Property
Ferrybank,52.2675,-7.1011,Waterford,2013,51,Damage to Property
Fethard,52.4664,-7.6944,Tipperary,2013,23,Damage to Property
Finglas,53.3896,-6.3068,D.M.R. Western,2013,432,Damage to Property
Fitzgibbon Street,53.3577,-6.2554,D.M.R. North Central,2013,338,Damage to Property
Foxford,53.9833,-9.1084,Mayo,2013,18,Damage to Property
Foynes,52.6097,-9.1037,Limerick,2013,11,Damage to Property
Frenchpark,53.8692,-8.4056,Roscommon/Longford,2013,2,Damage to Property
Freshford,52.7324,-7.3944,Kilkenny/Carlow,2013,6,Damage to Property
Gaillimh,53.2713,-9.0583,Galway,2013,339,Damage to Property
Garristown,53.5671,-6.3839,D.M.R. Northern,2013,10,Damage to Property
Glanmire,51.9184,-8.3968,Cork City,2013,37,Damage to Property
Glantaine,52.1047,-8.7488,Cork North,2013,1,Damage to Property
Glasson,53.4717,-7.8635,Westmeath,2013,10,Damage to Property
Gleann na Muaidhe,54.2408,-9.6788,Mayo,2013,17,Damage to Property
Glenamaddy,53.6074,-8.5602,Galway,2013,3,Damage to Property
Glenbeigh,52.0571,-9.9371,Kerry,2013,1,Damage to Property
Glengarriff,51.7506,-9.5507,Cork West,2013,3,Damage to Property
Glenmore,52.3538,-7.028,Kilkenny/Carlow,2013,4,Damage to Property
Glin,52.5696,-9.2845,Limerick,2013,12,Damage to Property
Glynn,52.3728,-6.5829,Wexford,2013,5,Damage to Property
Gob an Choire,53.9337,-9.9185,Mayo,2013,5,Damage to Property
Golden,52.4968,-7.9847,Tipperary,2013,1,Damage to Property
Goresbridge,52.63,-6.9944,Kilkenny/Carlow,2013,16,Damage to Property
Gorey,52.675,-6.2973,Wexford,2013,68,Damage to Property
Gort,53.0674,-8.8182,Galway,2013,14,Damage to Property
Graiguenamanagh,52.5425,-6.9568,Kilkenny/Carlow,2013,11,Damage to Property
Granard,53.7786,-7.4942,Roscommon/Longford,2013,27,Damage to Property
Grange,54.3934,-8.5207,Sligo/Leitrim,2013,19,Damage to Property
Greystones,53.148,-6.0632,Wicklow,2013,106,Damage to Property
Gurranabraher,51.9034,-8.4966,Cork City,2013,271,Damage to Property
Gurteen,53.993,-8.5158,Sligo/Leitrim,2013,3,Damage to Property
Hackballscross,54.0316,-6.5242,Louth,2013,7,Damage to Property
Hacketstown,52.8643,-6.557,Kilkenny/Carlow,2013,3,Damage to Property
Headford,53.4703,-9.0983,Galway,2013,7,Damage to Property
Henry Street,52.6617,-8.6316,Limerick,2013,480,Damage to Property
Holycross,52.6426,-7.8729,Tipperary,2013,6,Damage to Property
Hospital Co Limerick,52.4752,-8.4325,Limerick,2013,8,Damage to Property
Howth,53.3873,-6.069,D.M.R. Northern,2013,152,Damage to Property
Indreabhan,53.2406,-9.4296,Galway,2013,8,Damage to Property
Innishannon,51.7644,-8.6554,Cork West,2013,4,Damage to Property
Irishtown,53.3382,-6.2233,D.M.R. South Central,2013,184,Damage to Property
Kanturk,52.1759,-8.9126,Cork West,2013,19,Damage to Property
Keadue,54.0506,-8.1373,Roscommon/Longford,2013,4,Damage to Property
Kealkil,51.755,-9.3753,Cork West,2013,4,Damage to Property
Keel,53.9754,-10.0822,Mayo,2013,6,Damage to Property
Kells Ceanannus Mor,53.7284,-6.8812,Meath,2013,65,Damage to Property
Kenagh,53.622,-7.8151,Roscommon/Longford,2013,9,Damage to Property
Kenmare,51.8785,-9.5816,Kerry,2013,13,Damage to Property
Kerrykeel,55.1371,-7.6663,Donegal,2013,9,Damage to Property
Kevin Street,53.339,-6.2702,D.M.R. South Central,2013,364,Damage to Property
Kilbeggan,53.3685,-7.4992,Westmeath,2013,14,Damage to Property
Kilbrittain,51.6735,-8.6901,Cork West,2013,4,Damage to Property
Kilcock,53.4038,-6.6725,Kildare,2013,45,Damage to Property
Kilconnell,53.3314,-8.4017,Galway,2013,4,Damage to Property
Kilcormac,53.1762,-7.7288,Laois/Offaly,2013,11,Damage to Property
Kilcullen,53.1291,-6.7466,Kildare,2013,37,Damage to Property
Kildare,53.156000000000006,-6.9073,Kildare,2013,66,Damage to Property
Kildorrery,52.2454,-8.4296,Cork North,2013,4,Damage to Property
Kildysart,52.6746,-9.1058,Clare,2013,2,Damage to Property
Kilkee,52.6824,-9.6447,Clare,2013,28,Damage to Property
Kilkelly,53.8734,-8.8434,Mayo,2013,3,Damage to Property
Kilkenny,52.6524,-7.2597,Kilkenny/Carlow,2013,214,Damage to Property
Kill Co Waterford,52.1773,-7.3351,Waterford,2013,4,Damage to Property
Killala,54.2141,-9.2205,Mayo,2013,14,Damage to Property
Killaloe,52.8067,-8.4437,Clare,2013,34,Damage to Property
Killarney,52.0624,-9.5124,Kerry,2013,89,Damage to Property
Killeagh,51.9398,-7.995,Cork North,2013,13,Damage to Property
Killenaule,52.5685,-7.6728,Tipperary,2013,12,Damage to Property
Killeshandra,54.0118,-7.5259,Cavan/Monaghan,2013,2,Damage to Property
Killimor,53.1659,-8.2942,Galway,2013,5,Damage to Property
Killorglin,52.1065,-9.7871,Kerry,2013,22,Damage to Property
Killucan,53.5147,-7.1397,Westmeath,2013,12,Damage to Property
Kilmacow,52.3146,-7.1748,Kilkenny/Carlow,2013,3,Damage to Property
Kilmacrennan,55.0295,-7.7785,Donegal,2013,13,Damage to Property
Kilmacthomas,52.2062,-7.4213,Waterford,2013,8,Damage to Property
Kilmaine,53.5826,-9.1238,Mayo,2013,0,Damage to Property
Kilmainham,53.3419,-6.3043,D.M.R. South Central,2013,360,Damage to Property
Kilmallock,52.3984,-8.5758,Limerick,2013,49,Damage to Property
Kilmeaden,52.2462,-7.245,Waterford,2013,4,Damage to Property
Kilmoganny,52.4609,-7.3293,Kilkenny/Carlow,2013,7,Damage to Property
Kilmore Quay,52.1787,-6.5837,Wexford,2013,12,Damage to Property
Kilnaleck,53.8585,-7.3179,Cavan/Monaghan,2013,13,Damage to Property
Kilrickle,53.2302,-8.4524,Galway,2013,4,Damage to Property
Kilrush,52.6411,-9.4811,Clare,2013,54,Damage to Property
Kilsheelan,52.3615,-7.5798,Tipperary,2013,3,Damage to Property
Kiltimagh,53.8461,-9.0058,Mayo,2013,9,Damage to Property
Kiltormer,53.2376,-8.2713,Galway,2013,2,Damage to Property
Kilworth,52.1763,-8.2496,Cork North,2013,9,Damage to Property
Kingscourt,53.9043,-6.8068,Cavan/Monaghan,2013,9,Damage to Property
Kinlough,54.4458,-8.287,Sligo/Leitrim,2013,11,Damage to Property
Kinnegad,53.4559,-7.1028,Westmeath,2013,21,Damage to Property
Kinnitty,53.0984,-7.7221,Laois/Offaly,2013,2,Damage to Property
Kinsale,51.7063,-8.5255,Cork West,2013,56,Damage to Property
Kinvara,53.1405,-8.9397,Galway,2013,3,Damage to Property
Knock,53.7954,-8.9188,Mayo,2013,7,Damage to Property
Knocknagoshel,52.3307,-9.3853,Kerry,2013,5,Damage to Property
Lanesboro,53.67100000000001,-7.9853,Roscommon/Longford,2013,4,Damage to Property
Laytown,53.6892,-6.244,Meath,2013,133,Damage to Property
Leach Seoirse,53.3571,-8.9313,Galway,2013,15,Damage to Property
Leamybrien,52.1693,-7.5216,Waterford,2013,6,Damage to Property
Leitir Mor,53.2943,-9.6551,Galway,2013,3,Damage to Property
Leixlip,53.3674,-6.4982,Kildare,2013,100,Damage to Property
Letterfrack,53.5542,-9.9477,Galway,2013,6,Damage to Property
Letterkenny,54.9547,-7.7364,Donegal,2013,192,Damage to Property
Lifford,54.8328,-7.4803,Donegal,2013,13,Damage to Property
Liscarroll,52.2596,-8.8063,Cork North,2013,5,Damage to Property
Lisdoonvarna,53.0286,-9.2897,Clare,2013,7,Damage to Property
Lismore,52.1367,-7.9355,Waterford,2013,6,Damage to Property
Lissycasey,52.7461,-9.1544,Clare,2013,6,Damage to Property
Listowel,52.4471,-9.4839,Kerry,2013,36,Damage to Property
Littleton,52.6407,-7.7349,Tipperary,2013,8,Damage to Property
Lixnaw,52.4041,-9.6166,Kerry,2013,3,Damage to Property
Longford,53.7325,-7.8014,Roscommon/Longford,2013,107,Damage to Property
Longwood,53.4546,-6.9270000000000005,Meath,2013,12,Damage to Property
Lorrha,53.0937,-8.1221,Tipperary,2013,1,Damage to Property
Loughrea,53.1974,-8.5699,Galway,2013,50,Damage to Property
Louisburgh,53.7646,-9.8076,Mayo,2013,8,Damage to Property
Louth,53.9524,-6.5379,Louth,2013,14,Damage to Property
Lucan,53.3561,-6.4507,D.M.R. Western,2013,209,Damage to Property
Lusk,53.5234,-6.1673,D.M.R. Northern,2013,62,Damage to Property
Macroom,51.9063,-8.964,Cork West,2013,24,Damage to Property
Maigh Cuilinn,53.3383,-9.1812,Galway,2013,9,Damage to Property
Malahide,53.4512,-6.1519,D.M.R. Northern,2013,131,Damage to Property
Mallow,52.1388,-8.6459,Cork North,2013,81,Damage to Property
Manorhamilton,54.3044,-8.1785,Sligo/Leitrim,2013,8,Damage to Property
Mayfield,51.9097,-8.429,Cork City,2013,167,Damage to Property
Maynooth,53.3808,-6.5927,Kildare,2013,90,Damage to Property
Mayorstone Park,52.6737,-8.6448,Limerick,2013,303,Damage to Property
Midleton,51.9167,-8.1735,Cork North,2013,63,Damage to Property
Milford Co Cork,52.3425,-8.8564,Cork North,2013,5,Damage to Property
Milford,55.086999999999996,-7.6982,Donegal,2013,8,Damage to Property
Millstreet Co. Cork,52.0601,-9.0615,Cork West,2013,19,Damage to Property
Milltown,53.6116,-8.8975,Galway,2013,1,Damage to Property
Miltown Malbay,52.8575,-9.4006,Clare,2013,23,Damage to Property
Mitchelstown,52.2636,-8.2706,Cork North,2013,36,Damage to Property
Moate,53.3957,-7.7345,Westmeath,2013,22,Damage to Property
Mohill,53.9208,-7.8681,Sligo/Leitrim,2013,17,Damage to Property
Monaghan,54.2514,-6.9675,Cavan/Monaghan,2013,70,Damage to Property
Monasterevin,53.1382,-7.0547,Kildare,2013,35,Damage to Property
Moneygall,52.8813,-7.9534,Tipperary,2013,0,Damage to Property
Monivea,53.373999999999995,-8.7023,Galway,2013,2,Damage to Property
Mooncoin,52.292,-7.2516,Kilkenny/Carlow,2013,3,Damage to Property
Mountbellew,53.4712,-8.5001,Galway,2013,4,Damage to Property
Mountcharles,54.6459,-8.1957,Donegal,2013,4,Damage to Property
Mountjoy,53.3605,-6.2668,D.M.R. North Central,2013,362,Damage to Property
Mountmellick,53.1188,-7.3351,Laois/Offaly,2013,70,Damage to Property
Mountrath,52.9982,-7.4781,Laois/Offaly,2013,26,Damage to Property
Moville,55.1916,-7.0286,Donegal,2013,16,Damage to Property
Moylough,53.4877,-8.567,Galway,2013,0,Damage to Property
Moyne,52.7343,-7.7141,Tipperary,2013,1,Damage to Property
Muff,55.0686,-7.2688,Donegal,2013,12,Damage to Property
Muine Bheag,52.7013,-6.9574,Kilkenny/Carlow,2013,33,Damage to Property
Mullagh,53.8111,-6.9432,Cavan/Monaghan,2013,7,Damage to Property
Mullinahone,52.5102,-7.5056,Tipperary,2013,9,Damage to Property
Mullinavat,52.3664,-7.1721,Kilkenny/Carlow,2013,3,Damage to Property
Mullingar,53.5257,-7.346,Westmeath,2013,235,Damage to Property
Multyfarnham,53.6242,-7.3923,Westmeath,2013,4,Damage to Property
Murroe,52.6497,-8.3992,Limerick,2013,8,Damage to Property
Myshall,52.6875,-6.7784,Kilkenny/Carlow,2013,1,Damage to Property
Na Cealla Beaga,54.6366,-8.4444,Donegal,2013,14,Damage to Property
Na Gleannta,54.7955,-8.281,Donegal,2013,12,Damage to Property
Naas,53.2107,-6.666,Kildare,2013,193,Damage to Property
Navan,53.6545,-6.6904,Meath,2013,185,Damage to Property
Nenagh,52.8643,-8.1996,Tipperary,2013,50,Damage to Property
New Ross,52.3876,-6.9508,Wexford,2013,86,Damage to Property
Newbridge,53.1814,-6.7955,Kildare,2013,119,Damage to Property
Newcastle West,52.4537,-9.0624,Limerick,2013,63,Damage to Property
Newmarket,52.2146,-8.997,Cork West,2013,6,Damage to Property
Newmarket on Fergus,52.7632,-8.8991,Clare,2013,13,Damage to Property
Newport Co Mayo,53.8902,-9.5467,Mayo,2013,7,Damage to Property
Newport Co Tipperary,52.7107,-8.4063,Tipperary,2013,8,Damage to Property
Newtowncunningham,54.9976,-7.5078,Donegal,2013,13,Damage to Property
Newtownmountkennedy,53.0969,-6.1094,Wicklow,2013,25,Damage to Property
Nobber,53.821000000000005,-6.7466,Meath,2013,8,Damage to Property
Oldcastle,53.7693,-7.1619,Meath,2013,11,Damage to Property
Omeath,54.0865,-6.2563,Louth,2013,18,Damage to Property
Oola,52.53,-8.2597,Limerick,2013,3,Damage to Property
Oughterard,53.4274,-9.3245,Galway,2013,7,Damage to Property
Oulart,52.5033,-6.3913,Wexford,2013,7,Damage to Property
Oylegate,52.4241,-6.5296,Wexford,2013,10,Damage to Property
Pallasgreen,52.5687,-8.3382,Limerick,2013,6,Damage to Property
Pallaskenry,52.6405,-8.8665,Limerick,2013,13,Damage to Property
Partry,53.6987,-9.2796,Mayo,2013,5,Damage to Property
Passage East,52.2392,-6.9728,Waterford,2013,4,Damage to Property
Passage West,51.8652,-8.3317,Cork City,2013,33,Damage to Property
Patrickswell,52.5958,-8.7129,Limerick,2013,27,Damage to Property
Pearse Street,53.3457,-6.2563,D.M.R. South Central,2013,428,Damage to Property
Pettigo,54.5482,-7.8349,Donegal,2013,1,Damage to Property
Piltown,52.3498,-7.3255,Kilkenny/Carlow,2013,6,Damage to Property
Portarlington,53.1592,-7.1878,Laois/Offaly,2013,100,Damage to Property
Portlaoise,53.0317,-7.3031,Laois/Offaly,2013,246,Damage to Property
Portlaw,52.2863,-7.3176,Waterford,2013,9,Damage to Property
Portmagee,51.8852,-10.3618,Kerry,2013,5,Damage to Property
Portroe,52.8819,-8.3537,Tipperary,2013,2,Damage to Property
Portumna,53.09,-8.2204,Galway,2013,20,Damage to Property
Raheny,53.379,-6.178,D.M.R. Northern,2013,148,Damage to Property
Ramelton,55.0367,-7.6507,Donegal,2013,5,Damage to Property
Raphoe,54.8744,-7.5944,Donegal,2013,18,Damage to Property
Rathangan,53.2221,-6.9975,Kildare,2013,20,Damage to Property
Rathcoole,53.2818,-6.4647,D.M.R. Western,2013,79,Damage to Property
Rathcormac Co Cork,52.0761,-8.2843,Cork North,2013,12,Damage to Property
Rathdowney,52.8567,-7.5978,Laois/Offaly,2013,9,Damage to Property
Rathdrum,52.931000000000004,-6.2265,Wicklow,2013,40,Damage to Property
Rathfarnham,53.2974,-6.2881,D.M.R. Southern,2013,298,Damage to Property
Rathgormack,52.3075,-7.5038,Waterford,2013,5,Damage to Property
Rathkeale,52.5234,-8.939,Limerick,2013,37,Damage to Property
Rathmines,53.3213,-6.267,D.M.R. Southern,2013,208,Damage to Property
Rathmore Co Kerry,52.0843,-9.2142,Kerry,2013,7,Damage to Property
Rathmullen,55.0958,-7.5326,Donegal,2013,2,Damage to Property
Rathvilly,52.8804,-6.6954,Kilkenny/Carlow,2013,6,Damage to Property
Rhode,53.3511,-7.1948,Laois/Offaly,2013,4,Damage to Property
Riverstown,54.1296,-8.4,Sligo/Leitrim,2013,4,Damage to Property
Robertstown,53.2702,-6.8164,Kildare,2013,22,Damage to Property
Rochfortbridge,53.4133,-7.3018,Westmeath,2013,17,Damage to Property
Rockcorry,54.1202,-7.0094,Cavan/Monaghan,2013,1,Damage to Property
Ronanstown,53.3379,-6.406000000000001,D.M.R. Western,2013,312,Damage to Property
Roosky,53.8329,-7.9228,Roscommon/Longford,2013,6,Damage to Property
Ros Muc,53.3864,-9.6099,Galway,2013,2,Damage to Property
Roscommon,53.6298,-8.1936,Roscommon/Longford,2013,36,Damage to Property
Roscrea,52.9562,-7.7988,Tipperary,2013,20,Damage to Property
Rosscarbery,51.5776,-9.0315,Cork West,2013,10,Damage to Property
Rosses Point,54.3054,-8.5465,Sligo/Leitrim,2013,5,Damage to Property
Rosslare Harbour,52.2487,-6.3341,Wexford,2013,29,Damage to Property
Rosslare Strand,52.2696,-6.3848,Wexford,2013,9,Damage to Property
Roundwood,53.063,-6.2247,Wicklow,2013,39,Damage to Property
Roxboro Road,52.6508,-8.615,Limerick,2013,551,Damage to Property
Santry,53.3897,-6.2516,D.M.R. Northern,2013,327,Damage to Property
Scariff,52.9068,-8.5348,Clare,2013,6,Damage to Property
Schull,51.5287,-9.5414,Cork West,2013,13,Damage to Property
Scotstown,54.2803,-7.0636,Cavan/Monaghan,2013,4,Damage to Property
Shankill,53.2335,-6.121,D.M.R. Eastern,2013,208,Damage to Property
Shannon,52.7079,-8.8772,Clare,2013,72,Damage to Property
Shercock,53.9922,-6.9008,Cavan/Monaghan,2013,0,Damage to Property
Shevry,52.6869,-8.0471,Tipperary,2013,0,Damage to Property
Shillelagh,52.7546,-6.5375,Wicklow,2013,10,Damage to Property
Shinrone,52.9847,-7.9341,Laois/Offaly,2013,14,Damage to Property
Shrule,53.5199,-9.0876,Mayo,2013,6,Damage to Property
Sixmilebridge,52.7401,-8.7779,Clare,2013,11,Damage to Property
Skerries,53.5796,-6.107,D.M.R. Northern,2013,75,Damage to Property
Skibbereen,51.5486,-9.2641,Cork West,2013,36,Damage to Property
Skreen,54.2446,-8.7204,Sligo/Leitrim,2013,2,Damage to Property
Slane,53.7097,-6.5475,Meath,2013,12,Damage to Property
Sligo,54.2693,-8.4713,Sligo/Leitrim,2013,277,Damage to Property
Smear,53.8606,-7.6017,Roscommon/Longford,2013,3,Damage to Property
Sneem,51.8389,-9.904,Kerry,2013,2,Damage to Property
Sraith Salach,53.4653,-9.7214,Galway,2013,3,Damage to Property
Stoneyford,52.5364,-7.2286,Kilkenny/Carlow,2013,7,Damage to Property
Store Street,53.3505,-6.2522,D.M.R. North Central,2013,386,Damage to Property
Stradbally Co Laois,53.0177,-7.1516,Laois/Offaly,2013,12,Damage to Property
Strokestown,53.7808,-8.1038,Roscommon/Longford,2013,9,Damage to Property
Stuake,51.9905,-8.7604,Cork West,2013,6,Damage to Property
Summerhill,53.482,-6.7334,Meath,2013,7,Damage to Property
Sundrive Road,53.3302,-6.2987,D.M.R. Southern,2013,294,Damage to Property
Swanlinbar,54.1961,-7.7038,Cavan/Monaghan,2013,2,Damage to Property
Swinford,53.9406,-8.9522,Mayo,2013,26,Damage to Property
Swords,53.456,-6.2211,D.M.R. Northern,2013,274,Damage to Property
Taghmon,52.321999999999996,-6.6517,Wexford,2013,14,Damage to Property
Tallaght,53.2868,-6.3678,D.M.R. Southern,2013,702,Damage to Property
Tallow,52.0937,-8.0073,Waterford,2013,4,Damage to Property
Tarbert,52.5727,-9.3754,Kerry,2013,7,Damage to Property
Tarelton,51.8385,-8.9929,Cork West,2013,7,Damage to Property
Taughmaconnell,53.4032,-8.141,Roscommon/Longford,2013,0,Damage to Property
Templederry,52.7741,-8.075,Tipperary,2013,1,Damage to Property
Templemore,52.7966,-7.8351,Tipperary,2013,17,Damage to Property
Templetuohy,52.7903,-7.7201,Tipperary,2013,2,Damage to Property
Terenure,53.3098,-6.287999999999999,D.M.R. Southern,2013,149,Damage to Property
Thomastown,52.528999999999996,-7.14,Kilkenny/Carlow,2013,14,Damage to Property
Thurles,52.6757,-7.8119,Tipperary,2013,77,Damage to Property
Timoleague,51.6427,-8.7663,Cork West,2013,3,Damage to Property
Tinahely,52.7967,-6.4693,Wicklow,2013,8,Damage to Property
Tipperary,52.4761,-8.1629,Tipperary,2013,97,Damage to Property
Togher,51.8764,-8.4863,Cork City,2013,83,Damage to Property
Toomevara,52.8497,-8.0365,Tipperary,2013,1,Damage to Property
Tralee,52.2695,-9.7088,Kerry,2013,142,Damage to Property
Tramore,52.1615,-7.1534,Waterford,2013,72,Damage to Property
Trim,53.5531,-6.7893,Meath,2013,35,Damage to Property
Tuam,53.5157,-8.8559,Galway,2013,46,Damage to Property
Tubbercurry,54.0516,-8.7343,Sligo/Leitrim,2013,33,Damage to Property
Tulla,52.8654,-8.7548,Clare,2013,5,Damage to Property
Tullamore,53.2761,-7.4949,Laois/Offaly,2013,180,Damage to Property
Tullow,52.8038,-6.7334,Kilkenny/Carlow,2013,33,Damage to Property
Tulsk,53.7774,-8.2518,Roscommon/Longford,2013,6,Damage to Property
Urlingford,52.7221,-7.5798,Kilkenny/Carlow,2013,15,Damage to Property
Virginia,53.8344,-7.0819,Cavan/Monaghan,2013,25,Damage to Property
Watercourse Road,51.9071,-8.4745,Cork City,2013,318,Damage to Property
Waterford,52.2602,-7.1137,Waterford,2013,599,Damage to Property
Watergrasshill,52.0134,-8.342,Cork North,2013,5,Damage to Property
Westport,53.7991,-9.5194,Mayo,2013,57,Damage to Property
Wexford,52.3355,-6.462000000000001,Wexford,2013,216,Damage to Property
Whitegate,51.8271,-8.2278,Cork North,2013,7,Damage to Property
Wicklow,52.9814,-6.0426,Wicklow,2013,98,Damage to Property
Williamstown,53.6771,-8.5784,Galway,2013,4,Damage to Property
Woodford,53.0476,-8.4001,Galway,2013,1,Damage to Property
Youghal,51.9481,-7.8428,Cork North,2013,54,Damage to Property
Abbeyfeale,52.3873,-9.29,Limerick,2014,20,Damage to Property
Abbeyleix,52.9127,-7.3438,Laois/Offaly,2014,17,Damage to Property
Adare,52.5639,-8.7921,Limerick,2014,3,Damage to Property
Aglish,52.0716,-7.8221,Waterford,2014,3,Damage to Property
Ahascragh,53.3957,-8.3306,Galway,2014,2,Damage to Property
Ailt an Chorrain,54.9849,-8.4386,Donegal,2014,5,Damage to Property
An Bun Beag,55.0656,-8.2895,Donegal,2014,9,Damage to Property
An Charraig,54.6579,-8.6331,Donegal,2014,6,Damage to Property
An Cheathru Rua,53.2645,-9.6005,Galway,2014,8,Damage to Property
An Clochan Liath,54.9516,-8.3613,Donegal,2014,9,Damage to Property
An Coirean,51.8311,-10.1742,Kerry,2014,2,Damage to Property
An Craoslach,55.1253,-7.9126,Donegal,2014,7,Damage to Property
An Fál Carrach,55.137,-8.102,Donegal,2014,12,Damage to Property
An Maim,53.5107,-9.5649,Galway,2014,3,Damage to Property
An Rinn,52.0484,-7.5931,Waterford,2014,4,Damage to Property
An Spideal,53.2454,-9.3056,Galway,2014,6,Damage to Property
Anglesea Street,51.8958,-8.465,Cork City,2014,190,Damage to Property
Annascaul,52.1524,-10.0525,Kerry,2014,1,Damage to Property
Aran Mor,53.2721,-8.9319,Galway,2014,42,Damage to Property
Ard An Rátha,54.7645,-8.4095,Donegal,2014,2,Damage to Property
Ardee,53.8549,-6.5411,Louth,2014,54,Damage to Property
Ardfert,52.3235,-9.7789,Kerry,2014,2,Damage to Property
Ardfinnan,52.3118,-7.8783,Tipperary,2014,7,Damage to Property
Ardmore,51.951,-7.7282,Waterford,2014,3,Damage to Property
Ardnacrusha,52.7077,-8.6131,Limerick,2014,48,Damage to Property
