Roll_No,Off_Name,Add_1,Add_2,Add_3,Add_4,County,Ethos,Island,DEIS,Gaeltacht,Male,Female,Total,Sex,xcoord,ycoord,Long,Lat
13773G,S N GORT AN EADAIN,CLAR CHLAINNE MHUIRIS,CO MHUIGHEO,,,Mayo,CATHOLIC,N,N,N,16,16,32,Mixed,130109,282094,-9.06044,53.7837
15032U,S N MUIRE GAN SMAL,CEATHRU THAIDGH,BEAL ATHA AN FHEADHA,CO MHAIGH EO,,Mayo,CATHOLIC,N,Y,Y,18,14,32,Mixed,81689,341834,-9.81806,54.3115
16170O,CLOGHANS N S,BALLINA,CO MAYO,,,Mayo,CATHOLIC,N,N,N,16,16,32,Mixed,120557,312657,-9.21327,54.0569
17482P,CLOGHER NS,CLOGHER PO,CLAREMORRIS,CO MAYO,,Mayo,CATHOLIC,N,N,N,19,13,32,Mixed,119098,279638,-9.22682,53.76
17678J,S N FIONDALBHA,CASTLEBAR,CO MAYO,,,Mayo,CATHOLIC,N,N,N,19,13,32,Mixed,122091,287688,-9.18348,53.8328
18594I,S N ACHAIDH AN GHLAISIN,BEAL AN MHUIRTHEAD,CO MHAIGH EO,,,Mayo,CATHOLIC,N,Y,Y,22,10,32,Mixed,72953,334867,-9.94926,54.2468
14348T,CARRICKLECK N S,CARRICKLECK,KINGSCOURT,CO MEATH,,Meath,CATHOLIC,N,N,N,20,12,32,Mixed,281319,292372,-6.76349,53.8744
16816N,ATTYRORY N S,BALLINASLOE,CO GALWAY,,,Roscommon,CATHOLIC,N,N,N,16,16,32,Mixed,189788,234339,-8.1534,53.3592
19257S,STRABAGGAN N S,LOCH AILLINNE,CARA DROMA RUISG,CO ROSCOMMON,,Roscommon,CATHOLIC,N,N,N,12,20,32,Mixed,194848,314390,-8.07872,54.0785
17653Q,CASTLE INY N S,LUACH MAGH,TEMPLEMORE,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,13,19,32,Mixed,214423,170635,-7.7862,52.7866
17236A,BOHER N S,BOHER,STREAMSTOWN,CO WESTMEATH,,Westmeath,CATHOLIC,N,N,N,20,12,32,Mixed,226985,245798,-7.59368,53.4616
17432A,MAGH MORA N S,MOYVORE,CO WESTMEATH,,,Westmeath,CATHOLIC,N,N,N,7,25,32,Mixed,224824,253927,-7.62557,53.5347
17519M,S N CAISLEAN DOCHRAILL,BALLYCARNEY,ENNISCORTHY,CO WEXFORD,,Wexford,CATHOLIC,N,N,N,20,12,32,Mixed,294276,148951,-6.60894,52.5837
18950E,Dromindoora N.S.,CAHER,VIA LIMERICK,CO CLARE,,Clare,CATHOLIC,N,N,N,16,15,31,Mixed,151620,194286,-8.72064,52.9972
17050J,S N NAOMH SHEAMUIS,DURRUS,CO CORK,,,Cork,CHURCH OF IRELAND,N,N,N,16,15,31,Mixed,93770,42126,-9.53408,51.6218
18475A,S N BAILE UI CHROININ,CLOYNE,MIDDLETON,CO CORK,,Cork,CATHOLIC,N,N,N,18,13,31,Mixed,191757,62784,-8.11955,51.8174
16850N,ST GARVANS N.S.,DRUM HALLA,RATHMAOLAIN,LETTERKENNY,CO DONEGAL,Donegal,CATHOLIC,N,Y,N,19,12,31,Mixed,228291,432306,-7.55635,55.1371
18086M,DUNFANAGHY N S,DUNFANAGHY,CO DONEGAL,,,Donegal,CHURCH OF IRELAND,N,Y,N,13,18,31,Mixed,201584,437259,-7.97513,55.1824
12095G,S N NAOMH ANTOINE,BAILE CHONRAOI,AN CLOCHAN,CO NA GAILLIMHE,,Galway,CATHOLIC,N,N,N,17,14,31,Mixed,61220,253129,-10.0922,53.5098
18111I,S N GORT NA GAOITHE,GORT NA GAOITHE TUAMARD,BEAL ATHA NA SLUA,CO NA GAILLIMHE,,Galway,CATHOLIC,N,N,N,11,20,31,Mixed,168913,251945,-8.4687,53.5166
06227L,SN MHAOLCHEADAIR,BAILE NA NGALL,TRA LI,CO CHIARRAI,,Kerry,CATHOLIC,N,N,Y,22,9,31,Mixed,38792,106384,-10.3575,52.1858
08147A,SN AN GHLEANNA,BAILE AN SCEILG,CILL AIRNE,CO CHIARRAI,,Kerry,CATHOLIC,N,N,Y,23,8,31,Mixed,39667,68193,-10.3268,51.8431
14067L,FEDAMORE N S,FEDAMORE,KILLMALLOCK,CO LIMERICK,,Limerick,CATHOLIC,N,N,N,18,13,31,Mixed,158993,143899,-8.60452,52.545
19737J,CASTLEBLAYNEY CENT N S,CASTLEBLAYNEY,CO MONAGHAN,,,Monaghan,PRESBYTERIAN,N,N,N,22,9,31,Mixed,282926,321212,-6.73121,54.1332
09691F,KILLEENDUFF N S,KILLEENDUFF,EASKEY BALLINA,CO MAYO,,Sligo,CATHOLIC,N,N,N,11,20,31,Mixed,139875,336604,-8.92307,54.2746
11409V,BALLYCONELL CENTRAL N S,BALLYCONNELL,CO CAVAN,,,Cavan,CHURCH OF IRELAND,N,N,N,19,11,30,Mixed,227006,318767,-7.58697,54.1172
17765E,S N RE NA SCRINE,ROSCARBERY,CO CORK,,,Cork,CATHOLIC,N,N,N,14,16,30,Mixed,127163,42060,-9.05194,51.6265
18700E,S N BAILE AN CAISLEAN,BAILE AN CHAISLEAIN,ST JOHNSTON LIFFORD,CO DONEGAL,,Donegal,CHURCH OF IRELAND,N,N,N,15,15,30,Mixed,232797,408120,-7.48847,54.9196
10653E,CHAPELIZOD N S,CHAPELIZOD,DUBLIN 20,,,Dublin,CHURCH OF IRELAND,N,N,N,17,13,30,Mixed,310279,234590,-6.34376,53.35
18608Q,S N MUIRE GAN SMAL,CLADACH DUBH,CO NA GAILLIMHE,,,Galway,CATHOLIC,N,Y,N,17,13,30,Mixed,58122,257057,-10.1406,53.5443
17915U,FREASTOGAIL MHUIRE MXD,KILLAHAN,ABBEYDORNEY,CO KERRY,,Kerry,CATHOLIC,N,Y,N,18,12,30,Mixed,82875,125965,-9.71998,52.3728
14643V,S N NA CLOICHE MOIRE,BALLYRAGGAN,RATHVILLY,CO CARLOW,,Kildare,CATHOLIC,N,N,N,12,18,30,Mixed,284094,184594,-6.75,52.9057
07481H,KILMOGANNY MIXED N S,KILMOGANNY N S,KILKENNY,,,Kilkenny,CATHOLIC,N,N,N,15,15,30,Mixed,245871,134654,-7.32505,52.4615
17084D,CILL AN IUBHAIR N S,CILL AN IUBHAIR,MOUNTRATH,CO LAOIS,,Laois,CATHOLIC,N,N,N,16,14,30,Mixed,229972,199696,-7.55304,53.0471
16932P,AUGHAWILLAN NS,GARADICE,CO LEITRIM,,,Leitrim,CATHOLIC,N,N,N,15,15,30,Mixed,217210,314005,-7.73706,54.0748
18139H,S N NAOMH PADRAIG,TEARMON SPENCER HARBOUR,CARRICK-ON-SHANNON,CO LEITRIM,,Leitrim,CATHOLIC,N,Y,N,10,20,30,Mixed,194035,319867,-8.09125,54.1277
16764U,KILMEEDY N S,KILMEEDY,CO LIMERICK,,,Limerick,CATHOLIC,N,N,N,12,18,30,Mixed,137615,129662,-8.91697,52.415
00860D,FORGNEY N S,Cloncallow,Ballymahon,Co. Longford,,Longford,CATHOLIC,N,N,N,18,12,30,Mixed,220179,255388,-7.69554,53.548
19808G,TAVRANE CENTRAL NS,KILKELLY,CO MAYO,,,Mayo,CATHOLIC,N,N,N,17,13,30,Mixed,148983,292359,-8.7758,53.8781
17946I,SCOIL NAIS NAOMH AINE,MAIO,TIERWORKER,KELLS,CO MEATH,Meath,CATHOLIC,N,N,N,16,14,30,Mixed,271488,289598,-6.91359,53.8509
13632L,ANNALITTEN N S,ANNALITTEN NS,CASTLEBLAYNEY,CO MONAGHAN,,Monaghan,CATHOLIC,N,N,N,19,11,30,Mixed,284893,315659,-6.70268,54.083
15584N,GRANGE N S,BOYLE,CO ROSCOMMON,,,Roscommon,CATHOLIC,N,N,N,17,13,30,Mixed,179353,298567,-8.31441,53.936
17599N,S N BAILE AN LUIG,BEAL TRA,SLIGEACH,,,Sligo,CATHOLIC,N,N,N,15,15,30,Mixed,158676,331372,-8.63373,54.2295
17725P,S N BHRIDE,CARN,MONEYGOLD,CO SLIGO,,Sligo,CATHOLIC,N,N,N,19,11,30,Mixed,167999,351491,-8.49292,54.4109
18592E,S N NAOMH IOSEF,ARD CHILL,TEMPLEBOY,CO SLIGO,,Sligo,CATHOLIC,N,N,N,12,18,30,Mixed,146866,333154,-8.81514,54.2444
18087O,S N ODHRAN NAOFA,BAILE NA CLOICHE,SILVERMINES NENAGH,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,18,12,30,Mixed,189638,174016,-8.15371,52.8171
08316U,NEWTOWN N S,NEWTOWN,SOLOHEAD,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,19,11,30,Mixed,187873,140645,-8.17866,52.5171
11234M,CLOHANBEG N S,CREE,KILRUSH,CO. CLARE,,Clare,CATHOLIC,N,N,N,16,13,29,Mixed,106196,168727,-9.38973,52.7615
17246D,S N CLUAIN AN ATHA,EIDHNEACH,INIS,CO CLARE,,Clare,CATHOLIC,N,N,N,12,17,29,Mixed,114292,180363,-9.27287,52.8674
17847G,S N AIBHISTIN NAOFA,CILL SEANAIGH,INIS,CO AN CHLAIR,,Clare,CATHOLIC,N,N,N,16,13,29,Mixed,112662,193284,-9.30054,52.9832
19043W,NEW QUAY NS,BURREN,CO CLARE,VIA GALWAY,,Clare,CATHOLIC,N,N,N,10,19,29,Mixed,127860,211093,-9.07827,53.1455
10548H,ST BRENDANS NATIONAL SCHOOL,BANTRY,CO CORK,,,Cork,CHURCH OF IRELAND,N,N,N,13,16,29,Mixed,99430,48608,-9.45424,51.681
19480V,ST PATRICKS,ST PATRICKS CLOSE,DUBLIN 8,,,Dublin,CHURCH OF IRELAND,N,N,N,20,9,29,Mixed,315163,233464,-6.27085,53.3389
18043R,S N MUIRE GAN SMAL,TIR NA NEASRACH,BALLYCRISSANE,BALLINASLOE,CO GALWAY,Galway,CATHOLIC,N,N,N,17,12,29,Mixed,187285,211182,-8.19007,53.151
18433H,NAOMH PIUS X N S,BALLACOLLA,PORTLAOISE,CO LAOIS,,Laois,CATHOLIC,N,N,N,15,14,29,Mixed,237079,181317,-7.44916,52.8815
14898I,DRUMEELA N S,CARRIGALLEN PO,CO LEITRIM,VIA CAVAN,,Leitrim,CATHOLIC,N,Y,N,16,13,29,Mixed,223114,307291,-7.64737,54.0143
17593B,SCOIL NAOMH MHUIRE,CNOC UI COILEAIN,ABBEYFEALE,CO LIMERICK,,Limerick,CATHOLIC,N,Y,N,14,15,29,Mixed,117686,119553,-9.20736,52.3215
12568A,SN INBHEAR,BARR NA TRA,BEAL AN ATHA,CO MHAIGH EO,,Mayo,CATHOLIC,N,N,Y,10,19,29,Mixed,78493,335195,-9.86445,54.2511
14418O,BOFIELD MIXED N S,ATTYMASS,BALLINA,CO MAYO,,Mayo,CATHOLIC,N,Y,N,17,12,29,Mixed,130104,316253,-9.06832,54.0906
16269K,KILLASSER NS,KILLASSER,SWINFORD,CO MAYO,,Mayo,CATHOLIC,N,N,N,19,10,29,Mixed,137186,304124,-8.95759,53.9825
17321O,S N AN COILL MHOR,NEWPORT,CO MAYO,,,Mayo,CATHOLIC,N,Y,N,15,14,29,Mixed,101553,293752,-9.4973,53.8838
19798G,ST COLMANS NS,DERNABRUCK,CLOONTIA,BALLYMOTE    CO SLIGO,,Mayo,CATHOLIC,N,N,N,13,16,29,Mixed,158878,301813,-8.62661,53.9639
19884W,BALLYBAY CENTRAL NS,BALLYBAY,CO MONAGHAN,,,Monaghan,PRESBYTERIAN,N,N,N,16,13,29,Mixed,272121,320692,-6.89661,54.1301
12003V,S N RONAIN,CAISLEAN SAMSAIN,BEAL AN MULLA,ATHLONE,CO ROSCOMMON,Roscommon,CATHOLIC,N,N,N,15,14,29,Mixed,193594,240265,-8.09635,53.4125
14051T,STOKANE NS,ENNISCRONE,BALLINA,CO SLIGO,,Sligo,CATHOLIC,N,N,N,16,13,29,Mixed,132969,325897,-9.02668,54.1776
15795D,ST MARYS N S,TEMPLEMORE,CO TIPPERARY,,,Tipperary,CHURCH OF IRELAND,N,N,N,13,16,29,Mixed,211517,172035,-7.82923,52.7993
17882I,S N AODHA NAOFA,KILBEGGAN,CO WESTMEATH,,,Westmeath,CATHOLIC,N,N,N,15,14,29,Mixed,239582,232994,-7.40561,53.3457
20026G,Gaelscoil Bhreifne,Halla na nGasóga,Bóthar an Iarnróid,An Cábhán,,Cavan,MULTI DENOMINATIONAL,N,N,N,18,10,28,Mixed,241656,304884,-7.36483,53.9915
18327I,S N CNOC DOIRE,COORACLARE,KILRUSH,CO CLARE,,Clare,CATHOLIC,N,N,N,15,13,28,Mixed,105562,156861,-9.39571,52.6548
10771K,COBH N S,BELLEVUE,COBH,CO CORK,,Cork,CHURCH OF IRELAND,N,N,N,15,13,28,Mixed,180258,66619,-8.28654,51.8516
15410D,KILCROHANE N S,DURRUS,BANTRY,CO CORK,,Cork,CATHOLIC,N,N,N,16,12,28,Mixed,81998,37794,-9.70255,51.5805
15554E,GORTNACART N S,GORTNACART,ARDARA,CO DONEGAL,,Donegal,CATHOLIC,N,Y,N,14,14,28,Mixed,176513,390774,-8.36492,54.7643
16458N,INVER N S,INVER,CO DONEGAL,,,Donegal,CHURCH OF IRELAND,N,N,N,16,12,28,Mixed,182378,378345,-8.27304,54.6529
17331R,S N AN DROMA,BALLINAKILL,LOUGHREA,CO GALWAY,,Galway,CATHOLIC,N,N,N,16,12,28,Mixed,167718,205527,-8.48199,53.0994
18252D,SCOIL MHUIRE,DOIRE GLINNE,CROSS BHOTHAR MHAMA,CO NA GAILLIMHE,,Galway,CATHOLIC,N,N,N,20,8,28,Mixed,105507,243020,-9.42177,53.4288
01396J,TULLOHA NATIONAL SCHOOL,KENMARE,CO KERRY,,,Kerry,CATHOLIC,N,N,N,15,13,28,Mixed,94836,64862,-9.52555,51.8262
17758H,SCOIL MHICHIL NAOFA,CROSSPATRICK,CO KILKENNY (VIA THURLES),,,Kilkenny,CATHOLIC,N,N,N,17,11,28,Mixed,228998,171287,-7.5701,52.7919
09353I,NEWTOWNGORE N S 1,CARRICK ON SHANNON,CO LEITRIM,,,Leitrim,CHURCH OF IRELAND,N,N,N,14,14,28,Mixed,220938,309769,-7.68039,54.0366
07900B,BALLYSTEEN N S,ASKEATON,CO LIMERICK,,,Limerick,CATHOLIC,N,N,N,15,13,28,Mixed,135623,155446,-8.95124,52.6465
12938H,S N TAMHNIGHAN FHEADHA,CHARLESTOWN,CO MAYO,,,Mayo,CATHOLIC,N,N,N,15,13,28,Mixed,149020,296768,-8.77598,53.9177
18754E,SN NAOMH SEOSAMH,BUN AN CHORRAIGH,CATHAIR NA MART,CO MHAIGH EO,,Mayo,CATHOLIC,N,Y,Y,14,14,28,Mixed,69908,304005,-9.98268,53.9689
16927W,S N NAOMH SHEOSAIMH,KILMACTRANY,BOYLE,CO ROSCOMMON,,Sligo,CATHOLIC,N,N,N,18,10,28,Mixed,183921,311818,-8.24555,54.0552
18512D,St Francis National School,GARRYSHANE,Donohill,Co Tipperary,,Tipperary,CATHOLIC,N,N,N,18,10,28,Mixed,190520,143114,-8.13973,52.5394
18609S,S N FIONTAIN NAOFA,RATHMORE,TULLOW,CO CARLOW,,Carlow,CATHOLIC,N,N,N,13,14,27,Mixed,285279,179321,-6.73378,52.8581
12259K,S N OIR CHEANN,EYERIES,BANTRY,CO CORK,,Cork,CATHOLIC,N,N,N,14,13,27,Mixed,61713,48525,-9.99928,51.6723
17447N,S N  CRANNAIGHE BUIDHE,CRANNOG BUI,ARDARA,CO DONEGAL,,Donegal,CATHOLIC,N,Y,N,13,14,27,Mixed,169238,391589,-8.47803,54.7712
19235I,PORTLEAN N S,KILMACRENNAN,LETTERKENNY,CO DONEGAL,,Donegal,CHURCH OF IRELAND,N,N,N,17,10,27,Mixed,217338,423476,-7.72865,55.0583
13313S,"St. John's National School,",Ballinalee Road,EDGEWORTHSTOWN,CO LONGFORD,,Longford,CHURCH OF IRELAND,N,N,N,10,17,27,Mixed,225927,272037,-7.60743,53.6974
14188A,BARNATRA N S,BALLINA,CO MAYO,,,Mayo,CATHOLIC,N,Y,Y,11,16,27,Mixed,79285,331998,-9.85102,54.2226
17849K,S N O DUBHLAIN,BALLAGH,KILROOSKEY,CO ROSCOMMON,,Roscommon,CATHOLIC,N,N,N,15,12,27,Mixed,194637,270515,-8.08118,53.6843
12140I,St Joseph's National School,CULLEENS,CO SLIGO,,,Sligo,CATHOLIC,N,Y,N,17,10,27,Mixed,135297,330049,-8.99193,54.2152
13196R,Taunagh National School,Riverstown,Co. Sligo,,,Sligo,CHURCH OF IRELAND,N,N,N,15,12,27,Mixed,174030,320169,-8.39731,54.1298
16781U,COOLBOCK N S,RIVERSTOWN,VIA BOYLE,CO SLIGO,,Sligo,CATHOLIC,N,N,N,14,13,27,Mixed,171540,321407,-8.43552,54.1408
07048Q,MOHOBER N S,MOHOBER,MULLINAHONE,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,12,15,27,Mixed,233885,145355,-7.50032,52.5585
17606H,NAOMH MICHEAL N S,CASTLETOWN-FINEA,MULLINGAR,CO WESTMEATH,,Westmeath,CATHOLIC,N,N,N,14,13,27,Mixed,244070,278428,-7.33182,53.7536
14972R,ALL SAINTS NATIONAL SCHOOL,CARNEW,CO WICKLOW,,,Wicklow,CHURCH OF IRELAND,N,N,N,9,18,27,Mixed,301438,163088,-6.49896,52.7095
14320U,CORLEA N S,KINGSCOURT,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,16,10,26,Mixed,274039,300029,-6.87231,53.9442
13804O,S N NA CRANNAIGHE,CRANNACH,CILL ROIS,CO CLARE,,Clare,CATHOLIC,N,N,N,12,14,26,Mixed,117269,160895,-9.22375,52.6929
20404M,Coore National School,Mullagh,Ennis,County Clare,,Clare,CATHOLIC,N,Y,N,12,14,26,Mixed,103970,162497,-9.42087,52.7051
17011W,MOCOMHOG N S,CAPPABOY,KEALKIL,BANTRY,CO CORK,Cork,CATHOLIC,N,Y,N,14,12,26,Mixed,109725,59858,-9.30833,51.7839
16137Q,DRUMFAD N S,BALLYNASHANAGH P O,LETTERKENNY,CO DONEGAL,,Donegal,PRESBYTERIAN,N,N,N,12,14,26,Mixed,222909,436947,-7.64037,55.1791
18703K,S N BAILE AN BHAILSIG,BAILE AN BHAILSIGH,WELCHTOWN,BALLYBOFEY,CO DONEGAL,Donegal,CHURCH OF IRELAND,N,N,N,17,9,26,Mixed,208751,396560,-7.86386,54.8167
16121B,ATTYMON N S,ATTYMON,ATHENRY,CO GALWAY,,Galway,CATHOLIC,N,N,N,17,9,26,Mixed,159533,230418,-8.60735,53.3225
17471K,S N SHEAN BHOTH,NEW ROSS,CO WEXFORD,,,Kilkenny,CATHOLIC,N,N,N,16,10,26,Mixed,267913,125931,-7.00254,52.3808
17566V,S N BHRIDHE,KELLS,CO KILKENNY,,,Kilkenny,CATHOLIC,N,N,N,11,15,26,Mixed,249468,143249,-7.27086,52.5384
12231L,RUSH HALL MIXED N S,PORTLAOISE,CO LAOIS,,,Laois,CATHOLIC,N,N,N,17,9,26,Mixed,229990,189443,-7.55372,52.955
18880J,S N GORT SCEICHE,ANNEFIELD,HOLLYMOUNT,CO MAYO,,Mayo,CATHOLIC,N,N,N,10,16,26,Mixed,132019,265087,-9.02773,53.6312
17100V,S N RATH ARADH,ROSCOMMON,CO ROSCOMMON,,,Roscommon,CATHOLIC,N,N,N,10,16,26,Mixed,190427,252787,-8.14436,53.525
10857U,CASTLEPOLLARD PAROC.N S,CASTLEPOLLARD,CO WESTMEATH,,,Westmeath,CHURCH OF IRELAND,N,N,N,9,17,26,Mixed,246156,270177,-7.30143,53.6793
14111L,CROSS N S,KILRUSH,CO CLARE,,,Clare,CATHOLIC,N,N,N,12,13,25,Mixed,79757,151179,-9.77484,52.5986
18339P,SN IOSEF NAOFA,AN MHAIGH,LEACHT UI CHONCHUBHAIR,INIS,CO AN CHLAIR,Clare,CATHOLIC,N,N,N,14,11,25,Mixed,110421,184191,-9.33139,52.9012
11931L,S N IOSEPH,DRINAGH,DUNMANWAY,CO CORK,,Cork,CATHOLIC,N,N,N,15,10,25,Mixed,116594,42947,-9.20476,51.633
01733B,ARDARA MIXED N S,ARDARA,CO DONEGAL,,,Donegal,CHURCH OF IRELAND,N,Y,N,14,11,25,Mixed,173567,390757,-8.41069,54.764
13563S,S N CHILL COINNIGH,CILL CHOINNIGH,GLENTIES,CO DONEGAL,,Donegal,CATHOLIC,N,Y,N,17,8,25,Mixed,177802,398186,-8.34546,54.8309
15532R,CROAGHROSS N S,PORTSALON,LETTERKENNY,CO DONEGAL,,Donegal,CATHOLIC,N,Y,N,16,9,25,Mixed,223594,439976,-7.62937,55.2063
12138V,S N CEATHRU NA LAITHIGH,TUAM,CO GALWAY,,,Galway,CATHOLIC,N,N,N,14,11,25,Mixed,147538,257601,-8.79189,53.5657
19357W,SN TIR NA CILLE,SN TIR NA CILLE,AN MAM,CO NA GAILLIMHE,,Galway,CATHOLIC,N,N,Y,17,8,25,Mixed,96181,252313,-9.5651,53.5105
08687J,S N MUIRE GAN SMAL,NA CORRA,CATHAIR SAIBHIN,CO CHIARRAI,,Kerry,CATHOLIC,N,Y,N,16,9,25,Mixed,54174,79198,-10.1211,51.9459
12875J,DOUGLAS NATIONAL SCHOOL,KILLORGLIN,CO KERRY,,,Kerry,CATHOLIC,N,Y,N,10,15,25,Mixed,74313,97343,-9.835,52.1138
14998M,LYRE A CROMPANE N S,LISTOWEL,CO KERRY,,,Kerry,CATHOLIC,N,N,N,11,14,25,Mixed,98813,123556,-9.4853,52.3543
17365L,CAHORREIGH N S,CILL AIRNE,CO CHIARRAI,,,Kerry,CATHOLIC,N,N,N,13,12,25,Mixed,94536,94814,-9.53909,52.0953
17374M,S N CHRION CHOILL,GATHABAWN,VIA THURLES,CO KILKENNY,,Kilkenny,CATHOLIC,N,N,N,14,11,25,Mixed,235347,168789,-7.47625,52.769
17911M,COLMCILLE MIXED N S,BIGWOOD,MULLINAVAT,CO WATERFORD,,Kilkenny,CATHOLIC,N,N,N,13,12,25,Mixed,260374,120727,-7.11419,52.3349
10929T,RATHKEALE N S 2,RATHKEALE,CO LIMERICK,,,Limerick,CHURCH OF IRELAND,N,N,N,11,14,25,Mixed,135914,141195,-8.94418,52.5184
14005M,KILTEELY N S,KILTEELY,CO LIMERICK,,,Limerick,CATHOLIC,N,N,N,12,13,25,Mixed,172965,141121,-8.39833,52.5209
12569C,S N ROS DUMHACH,BEAL ATHA AN FHEADHA,CO MHAIGH EO,,,Mayo,CATHOLIC,N,Y,Y,12,13,25,Mixed,83179,338757,-9.79397,54.2842
14064F,S N COILL AN BHAILE,WESTPORT,CO MAYO,,,Mayo,CATHOLIC,N,Y,N,8,17,25,Mixed,110106,279853,-9.3632,53.7605
16630W,CEARA N S,BONNICONLON,BALLINA,CO MAYO,,Mayo,CATHOLIC,N,N,N,13,12,25,Mixed,132220,322214,-9.03733,54.1444
17874J,GLENCORRIB N S,GLENCORRIB,SHRULE VIA GALWAY,CO MAYO,,Mayo,CATHOLIC,N,N,N,16,9,25,Mixed,122486,251659,-9.16849,53.5092
19703P,DRUMCORRIN N S,DRUM,CO MONAGHAN,,,Monaghan,PRESBYTERIAN,N,N,N,12,13,25,Mixed,256516,317563,-7.13591,54.104
16291D,CLOONCAGH N S,STROKESTOWN,CO ROSCOMMON,,,Roscommon,CATHOLIC,N,N,N,13,12,25,Mixed,193214,274017,-8.1028,53.7158
12767G,S N RONAIN NAOFA,CLOONLOO,BOYLE,CO ROSCOMMON,,Sligo,CATHOLIC,N,Y,N,19,6,25,Mixed,172996,302541,-8.41156,53.9714
18559G,S N CILL NA NAOMH,KILLEEN,NENAGH,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,13,12,25,Mixed,190607,170758,-8.13924,52.7878
17621D,S N AN BHEALAIGH,CLONOULTY,CASHEL,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,17,8,25,Mixed,201163,148659,-7.98284,52.5893
17267L,SCOIL IOBAR NAOFA,ST IBARS NS,CLOHAMON,ENNISCORTHY,CO WEXFORD,Wexford,CATHOLIC,N,N,N,12,13,25,Mixed,293259,155298,-6.62215,52.6409
10146K,CORLISS N S,KILLESHANDRA,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,7,17,24,Mixed,233039,302950,-7.49642,53.9747
11990E,BODYKE N S,BODYKE,CO CLARE,,,Clare,CATHOLIC,N,N,N,14,10,24,Mixed,159867,181450,-8.59622,52.8825
12685E,RUSHNACAHARA N S,DURRNS,BANTRY,CO CORK,,Cork,CATHOLIC,N,N,N,12,12,24,Mixed,87608,40389,-9.62247,51.605
16863W,DESERTSERGES N S,ENNISKEAN,CO CORK,,,Cork,CHURCH OF IRELAND,N,N,N,13,11,24,Mixed,138823,53606,-8.88559,51.7316
10062E,CREESLOUGH N S,CREESLOUGH,CO DONEGAL,,,Donegal,CHURCH OF IRELAND,N,Y,N,12,12,24,Mixed,205890,430653,-7.90767,55.1231
18295V,S N MIN AN AOIRE,AN CHARRAIG,CO DHUN NA NGALL,,,Donegal,CATHOLIC,N,Y,Y,10,14,24,Mixed,160960,384040,-8.60565,54.7028
09833W,S N LEITIRGEIS,LEITIRGEIS N S,RINN AN MHAOIL,CO NA GAILLIMHE,,Galway,CATHOLIC,N,Y,N,11,13,24,Mixed,73416,262650,-9.91228,53.5984
13952G,S N BHRIDE,LEITIR CALADH,LETTERMORE,CO GALWAY,,Galway,CATHOLIC,N,Y,Y,12,12,24,Mixed,87238,228400,-9.69132,53.2939
19369G,ST PAULS N S,ST PAULS RECTORY,MOUNTMELLICK,CO LAOIS,,Laois,CHURCH OF IRELAND,N,N,N,14,10,24,Mixed,245150,207419,-7.32563,53.1155
11809O,S N CNOCH A DEAGA,BALLYLANDERS,CO LIMERICK,,,Limerick,CATHOLIC,N,N,N,14,10,24,Mixed,176695,119688,-8.34188,52.3284
14650S,CLOONTAGH MIXED N S,CLOONTAGH,KILLASHEE,CO LONGFORD,,Longford,CATHOLIC,N,N,N,12,12,24,Mixed,207043,265213,-7.89351,53.6367
16780S,CULMORE N S,SWINFORD,CO MAYO,,,Mayo,CATHOLIC,N,N,N,11,13,24,Mixed,141454,300780,-8.89189,53.953
11242L,CLOONBONNIF N S,CASTLEREA,CO ROSCOMMON,,,Roscommon,CATHOLIC,N,N,N,10,14,24,Mixed,161673,281417,-8.58148,53.7809
17244W,S N NAOMH RUADHAIN,LORRHA,NENAGH,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,12,12,24,Mixed,193104,208482,-8.10303,53.1269
17850S,S N PHADRAIG NAOFA,PAIRC NA COILLE,BORRISOKANE,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,10,14,24,Mixed,187362,195571,-8.18831,53.0107
16959M,S N CORRABHA,GLANGEVLIN N S,CARRICK ON SHANNON,CO LEITRIM,,Cavan,CATHOLIC,N,N,N,12,11,23,Mixed,204966,327372,-7.92391,54.1952
18630J,CARRIGAHOLT MIXED N S,CARRIGAHOLT,ENNIS,CO CLARE,,Clare,CATHOLIC,N,N,N,12,11,23,Mixed,84278,151490,-9.70825,52.6024
14993C,S N RAE NA NDOIRI,RAE NA NDOIRI,MAIGH CHROMTHA,CO CHORCAI,,Cork,CATHOLIC,N,N,Y,14,9,23,Mixed,120133,72663,-9.16048,51.9005
17079K,S N CARRAIG AN IME,MACROOM,CO CORK,,,Cork,CATHOLIC,N,N,N,17,6,23,Mixed,128531,81176,-9.04025,51.9782
16603T,S N AN CHILLIN,AN CILLIN,INVER,CO DONEGAL,,Donegal,CATHOLIC,N,Y,N,14,9,23,Mixed,183094,382031,-8.26216,54.686
