Roll_No,Off_Name,Add_1,Add_2,Add_3,Add_4,County,Ethos,Island,DEIS,Gaeltacht,Male,Female,Total,Sex,xcoord,ycoord,Long,Lat
18526O,BALLYCAR N S,NEWMARKET ON FERGUS,CO CLARE,,,Clare,CATHOLIC,N,N,N,20,19,39,Mixed,142462,168883,-8.85255,52.768
04578H,BALLYVONGANE MIXED N S,AGHINA,CO CORK,,,Cork,CATHOLIC,N,N,N,20,19,39,Mixed,140954,75828,-8.85853,51.9316
17281F,TOGHER N S,DUNMANWAY,CO CORK,,,Cork,CATHOLIC,N,Y,N,21,18,39,Mixed,120218,57824,-9.15583,51.7672
17790D,CURRAGHAGALLA N S,KILWORTH,CO CORK,,,Cork,CATHOLIC,N,N,N,24,15,39,Mixed,180023,106156,-8.29226,52.2069
12946G,S N COILM CILLE,ROS-A-MHIL,BAILE NA HABHANN,CO NA GAILLIMHE,,Galway,CATHOLIC,N,N,Y,19,20,39,Mixed,97283,225904,-9.53991,53.2735
13665D,S N AN CILLIN,BALLYSHRULE,BALLINASLOE,CO GALWAY,,Galway,CATHOLIC,N,N,N,18,21,39,Mixed,178777,205950,-8.31691,53.1037
16293H,S N CILL RICHILL,BAILE LOCHA RIABHACH,CO NA GAILLIMHE,,,Galway,CATHOLIC,N,N,N,19,20,39,Mixed,169805,219986,-8.4522,53.2294
17485V,S N PADRAIG NAOFA,FOTHAINE,ATH EASCRACH,BEAL ATHA NA SLUA,CO NA GAILLIMHE,Galway,CATHOLIC,N,N,N,19,20,39,Mixed,174295,237384,-8.38636,53.386
18309G,SCOIL BRIDE,BRIERFIELD,BALLINASLOE,CO GALWAY,,Galway,CATHOLIC,N,N,N,18,21,39,Mixed,158309,248380,-8.62809,53.4838
09304S,RAHEEN NATIONAL SCHOOL,HEADFORD,KILLARNEY,CO KERRY,,Kerry,CATHOLIC,N,N,N,24,15,39,Mixed,106408,93658,-9.36558,52.0871
18039D,NA MINTEOGA N S,HEADFORD,KILLARNEY,CO KERRY,,Kerry,CATHOLIC,N,N,N,23,16,39,Mixed,110621,93696,-9.30414,52.0881
12182B,St. John's National School,MONASTEREVAN,CO KILDARE,,,Kildare,CHURCH OF IRELAND,N,N,N,20,19,39,Mixed,262750,210384,-7.0622,53.1403
15446B,TRUMMERA N S,TRUMMERA,MOUNTRATH,CO LAOIS,,Laois,CATHOLIC,N,N,N,19,20,39,Mixed,238756,192771,-7.42289,52.9843
16715H,ST JOHN THE BAPTIST BOYS N S,DOWNEY STREET,PENNYWELL,LIMERICK,,Limerick,CATHOLIC,N,Y,N,39,0,39,Boys,158464,157035,-8.61397,52.663
07117J,S N LOCH GUIR,HOLY CROSS,KILLMALLOCK,CO LIMERICK,,Limerick,CATHOLIC,N,N,N,15,24,39,Mixed,165578,139394,-8.50698,52.5049
11955C,COOLCAPPA N S,ARDAGH,CO LIMERICK,,,Limerick,CATHOLIC,N,N,N,21,18,39,Mixed,130938,142063,-9.01766,52.5256
12792F,SAINT MICHAELS N S,CHURCH ROAD,ARDNAREE,BALLINA,CO. MAYO.,Mayo,CHURCH OF IRELAND,N,N,N,19,20,39,Mixed,124616,318250,-9.15269,54.1077
12816Q,S N CEATHRU AN CHLOCHAR,BALLINROBE,CO MAYO,,,Mayo,CATHOLIC,N,N,N,21,18,39,Mixed,119067,268934,-9.2245,53.6639
10751E,CLONTIBRET N S,CLONTIBRET,MONAGHAN,,,Monaghan,CHURCH OF IRELAND,N,N,N,20,19,39,Mixed,275100,327902,-6.84925,54.1945
19696V,CASHEL DEANERY,CASHEL,CO TIPPERARY,,,Tipperary,CHURCH OF IRELAND,N,N,N,21,18,39,Mixed,207844,139737,-7.88446,52.5091
18388F,SCOIL NAOMH MICHEAL,CHURCH ROAD,BLACKROCK,CORK,,Cork,CHURCH OF IRELAND,N,N,N,18,20,38,Mixed,171132,71530,-8.4194,51.8953
07143K,MONREAGH N S,MONREAGH,CARRIGANS LIFFORD,CO DONEGAL,,Donegal,PRESBYTERIAN,N,Y,N,24,14,38,Mixed,234829,412223,-7.45628,54.9563
18731P,ROBERTSON N S,BALLYBOFEY P O,LIFFORD,CO DONEGAL,,Donegal,CHURCH OF IRELAND,N,N,N,18,20,38,Mixed,215294,395332,-7.76213,54.8056
19464A,SN NAOMH COLMCILLE,HOMELAWNS,TALLAGHT,DUBLIN 24,,Dublin,CATHOLIC,N,Y,N,15,23,38,Mixed,309629,227394,-6.356,53.2855
17760R,S N BAILE AN LEASA,DUNMORE,TUAM,CO GALWAY,,Galway,CATHOLIC,N,N,N,21,17,38,Mixed,153729,262065,-8.69911,53.6064
17980I,SCOIL MHUIRE,Ardeevin,Williamstown,CO GALWAY,,Galway,CATHOLIC,N,N,N,17,21,38,Mixed,163690,265462,-8.54901,53.6377
10239R,CROCHAN NAOFA N S,CATHAIR DONALL,CILL AIRNE,CO CHIARRAI,,Kerry,CATHOLIC,N,N,N,23,15,38,Mixed,54972,59607,-10.1013,51.7701
16744O,BOHESHILL MXD,GLENCAR,CO KERRY,,,Kerry,CATHOLIC,N,Y,N,16,22,38,Mixed,71965,81945,-9.8635,51.9749
08673V,THE HUNT N S,CASTLE STREET,MOHILL,CO. LEITRIM,,Leitrim,CHURCH OF IRELAND,N,N,N,16,22,38,Mixed,208908,297021,-7.8644,53.9224
18329M,S N NAOMH MHUIRE,LECKANN,CO LEITRIM,,,Leitrim,CATHOLIC,N,N,N,21,17,38,Mixed,180985,336314,-8.29193,54.2752
12368P,S N NAOMH PADRAIG,ABBEYFEALE,CO LIMERICK,,,Limerick,CATHOLIC,N,N,N,23,15,38,Mixed,111549,130198,-9.30016,52.4162
14193Q,S N DUBH THUAMA,GAOTH SAILE,BEAL AN ATHA,CO MHAIGH EO,,Mayo,CATHOLIC,N,Y,Y,20,18,38,Mixed,73801,315699,-9.92824,54.0749
14873P,DOOKINELLA  N.S.,KEEL,ACHILL,CO MAYO,,Mayo,CATHOLIC,N,Y,N,16,22,38,Mixed,65888,304766,-10.0442,53.9747
16283E,S N POL A TSOMAIS,BEAL AN ATHA,CO MHAIGH EO,,,Mayo,CATHOLIC,N,Y,Y,20,18,38,Mixed,82910,336630,-9.79727,54.265
15395K,MOUNT BOLUS N S,MOUNT BOLUS,TULLAMORE,CO OFFALY,,Offaly,CATHOLIC,N,N,N,17,21,38,Mixed,225055,215910,-7.6251,53.1931
10967E,THREEN N S,CASTLEREA,CO ROSCOMMON,,,Roscommon,CATHOLIC,N,N,N,25,13,38,Mixed,163572,275984,-8.55203,53.7322
14925I,S N NAOMH EOIN,BALLINAMEEN,BOYLE,CO ROSCOMMON,,Roscommon,CATHOLIC,N,N,N,17,21,38,Mixed,179823,294749,-8.307,53.9017
15425Q,FAIRYMOUNT N S,FAIRYMOUNT NS,CASTLEREA,CO ROSCOMMON,,Roscommon,CATHOLIC,N,Y,N,19,19,38,Mixed,168141,288671,-8.4841,53.8465
14460N,KILLEA N S,TEMPLEMORE,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,22,16,38,Mixed,208751,175298,-7.87016,52.8286
18443K,S N IOSEF NAOFA,EAGLAIS,BORRISOKANE,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,23,15,38,Mixed,194292,198848,-8.08511,53.0403
17511T,S N BAILE AN IUBHAIR,THURLES,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,15,23,38,Mixed,216267,146056,-7.76008,52.5657
13020D,OUR LADY OF MERCY N S,STRADBALLY,CO WATERFORD,,,Waterford,CATHOLIC,N,N,N,9,29,38,Mixed,236565,98491,-7.4659,52.1372
14269A,JONATHAN SWIFT NS,DUNLAVIN,CO WICKLOW,,,Wicklow,CHURCH OF IRELAND,N,N,N,21,17,38,Mixed,286928,201436,-6.70337,53.0565
18541K,S N CATHAIR AODHA,LISSYCASEY,ENNIS,CO CLARE,,Clare,CATHOLIC,N,N,N,21,16,37,Mixed,125733,168932,-9.10039,52.7664
15763N,MOVILLE N S,MOVILLE,CO DONEGAL,,,Donegal,CHURCH OF IRELAND,N,N,N,16,21,37,Mixed,261443,438522,-7.03519,55.19
17154V,S N BREANDAIN NAOFA,MULLAGH GORT UI MHAIDIN,BAILE LOCHA RIABHACH,CO NA GAILLIMHE,,Galway,CATHOLIC,N,N,N,26,11,37,Mixed,174584,219271,-8.38057,53.2233
17463L,S N BRIOCAIN,AN GORT MOR,ROSMUC,CO NA GAILLIMHE,,Galway,CATHOLIC,N,Y,Y,20,17,37,Mixed,93046,238453,-9.60763,53.3854
17488E,SN AN AILL BHREACH,BAILE CONAOLA,CONNAMARA,CO NA GAILLIMHE,,Galway,CATHOLIC,N,Y,N,21,16,37,Mixed,59165,242912,-10.1186,53.4175
15644F,TIERNABOUL N S,KILLARNEY,CO KERRY,,,Kerry,CATHOLIC,N,N,N,20,17,37,Mixed,101066,92287,-9.4431,52.0738
17161S,KILTALLAGH N S,KILTALLAGH,CASTLEMAINE,CO KERRY,,Kerry,CHURCH OF IRELAND,N,Y,N,17,20,37,Mixed,83696,103390,-9.70015,52.1702
10544W,COSBY N S,STRADBALLY,CO LAOIS,,,Laois,CHURCH OF IRELAND,N,N,N,18,19,37,Mixed,257407,196167,-7.14458,53.0132
18014K,Scoil an Chroi Ro Naofa,The Swan N.S.,via Athy,Co Laois,,Laois,CATHOLIC,N,N,N,22,15,37,Mixed,257031,181779,-7.15271,52.8839
20224K,GAELSCOIL AN TSLI DALA,BOIRIS MOR OSSARI,CONTAE LAOISE,,,Laois,INTER DENOMINATIONAL,N,N,N,15,22,37,Mixed,220616,189919,-7.69318,52.9597
11307N,BALLYGUILTENANE N S,GLIN,CO LIMERICK,,,Limerick,CATHOLIC,N,N,N,18,19,37,Mixed,112429,142164,-9.29036,52.5239
05220P,S N MICHIL NAOFA,WOODBROOK,CARRICK ON SHANNON,CO ROSCOMMON,,Roscommon,CATHOLIC,N,N,N,17,20,37,Mixed,189145,299079,-8.16532,53.9409
17967Q,S N MULLACH RUA,Mullaghroe,Via Boyle,Co. Sligo,,Sligo,CATHOLIC,N,N,N,20,17,37,Mixed,169444,303791,-8.46582,53.9824
07441S,BALLYCURRANE N S,CLASHMORE,YOUGHAL,CO WATERFORD,,Waterford,CATHOLIC,N,N,N,20,17,37,Mixed,215693,84031,-7.77144,52.0082
17610V,S N BAILE FADA,BALLYFAD,INCH,CO WEXFORD,,Wexford,CATHOLIC,N,N,N,16,21,37,Mixed,316852,169801,-6.26858,52.7667
00973Q,GRANGE CON N S,GRANGE,CO WICKLOW,,,Wicklow,CATHOLIC,N,N,N,14,23,37,Mixed,284436,194516,-6.74234,52.9948
19921C,DRUNG NO 2 NS,DRUNG,CO CAVAN,,,Cavan,CHURCH OF IRELAND,N,N,N,19,17,36,Mixed,250303,310718,-7.23203,54.0431
03294L,S N CAISEAL NA GCORR,GORT A CHOIRCE,LEITIR CEANAINN,CO DHUN NA NGALL,,Donegal,CATHOLIC,N,Y,Y,17,19,36,Mixed,191821,426793,-8.1281,55.0884
04809A,SCOIL AN AINGIL CHOIMHEADAI,AN CHEIDIDH,BURTONPORT,LEITIR CEANAINN,CO DHUN NA NGALL,Donegal,CATHOLIC,N,Y,Y,18,18,36,Mixed,173242,416749,-8.41815,54.9975
15955W,SN ARAINN MHOR I,ARAINN MOR,CO DHUN NA NGALL,,,Donegal,CATHOLIC,Y,Y,Y,18,18,36,Mixed,168382,415432,-8.49395,54.9854
17716O,ST RIAGHANS NS,DRIMNACROSH,KILRAINE P.O.,CO DONEGAL,,Donegal,CATHOLIC,N,Y,N,23,13,36,Mixed,179239,391384,-8.32261,54.7699
18251B,AYR HILL N S RAMELTON,RAMELTON,LETTERKENNY,CO DONEGAL,,Donegal,PRESBYTERIAN,N,N,N,18,18,36,Mixed,222642,421015,-7.64583,55.036
19009W,CRAANFORD N S,CRAANFORD,CO DONEGAL,,,Donegal,CATHOLIC,N,Y,N,23,13,36,Mixed,219371,432390,-7.69622,55.1383
17456O,S N RONAIN,ARAINN,CO NA GAILLIMHE,,,Galway,CATHOLIC,Y,N,Y,21,15,36,Mixed,88367,209312,-9.66772,53.1227
17919F,AIBHISTIN NAOFA,CLUAIN TUAISCIRT,BEAL ATHA NA SLUAGH,CO NA GAILLIMHE,,Galway,CATHOLIC,N,N,N,17,19,36,Mixed,183792,225070,-8.24299,53.2757
18686N,S N GORT NA LEIME,DUNMORE,TUAM,CO GALWAY,,Galway,CATHOLIC,N,N,N,23,13,36,Mixed,154913,265507,-8.68172,53.6374
18214S,CIL CONLA N S,CILL CONLA,BALLYBUNION,CO KERRY,,Kerry,CATHOLIC,N,N,N,22,14,36,Mixed,88016,145447,-9.65105,52.5489
17125O,DIFFEREEN N S,MANORHAMILTON,CO LEITRIM,,,Leitrim,CATHOLIC,N,Y,N,20,16,36,Mixed,179204,341704,-8.31964,54.3236
19600F,S N NAOMH MHUIRE,DRUMLEA,CARRIGALLEN,VIA CAVAN,CO LEITRIM,Leitrim,CATHOLIC,N,N,N,19,17,36,Mixed,217831,307708,-7.72794,54.0182
10991B,GARRYDOOLIS N S,PALLASAGREEN,CO LIMERICK,,,Limerick,CATHOLIC,N,N,N,15,21,36,Mixed,177240,139649,-8.33524,52.5078
12813K,ST COLUMBAS MXD N S,CLOONAGH,DRING,CO LONGFORD,,Longford,CATHOLIC,N,N,N,11,25,36,Mixed,231666,287894,-7.51891,53.8395
18258P,NAOMH EARNAIN N S,KILASHEE,LONGFORD,CO LONGFORD,,Longford,CATHOLIC,N,N,N,18,18,36,Mixed,208043,269945,-7.87827,53.6792
18082E,S N DUMHACH,CATHAIR NA MART,CO MAYO,,,Mayo,CATHOLIC,N,Y,N,19,17,36,Mixed,61212,304681,-10.1154,53.9727
10282S,DRUMACRUTTIN N S,DRUMACRUTTIN,CO MONAGHAN,,,Monaghan,CHURCH OF IRELAND,N,N,N,20,16,36,Mixed,269200,327947,-6.93963,54.1957
15923J,CLONEYHURKE N S,CLONEYHURKE,PORTARLINGTON,CO OFFALY,,Offaly,CATHOLIC,N,N,N,14,22,36,Mixed,248658,212004,-7.27254,53.1563
15045G,S N NAOMH PADRAIG,BEAL ATHA NA MBUILLI,CO ROSCOMMON,,,Roscommon,CATHOLIC,N,N,N,36,0,36,Boys,193167,281273,-8.10367,53.781
16427C,CLONOWN N S,ATHLONE,CO WESTMEATH,,,Roscommon,CATHOLIC,N,N,N,17,19,36,Mixed,204492,235093,-7.93251,53.366
15299O,GAILE N S,HOLYCROSS,THURLES,CO TIPPERARY,,Tipperary,CATHOLIC,N,Y,N,21,15,36,Mixed,209043,150170,-7.86651,52.6028
15359G,SHILLELAGH NO 1 N S,SHILLELAGH,CO WICKLOW,,,Wicklow,CHURCH OF IRELAND,N,N,N,17,19,36,Mixed,298630,168033,-6.53901,52.7544
11765U,DOONBEG N S,DOONBEG,CO CLARE,,,Clare,CATHOLIC,N,N,N,16,19,35,Mixed,96773,165537,-9.52827,52.7311
18359V,S N CUAN,CILL BEATHACH,INIS,CO CLARE,,Clare,CATHOLIC,N,N,N,15,20,35,Mixed,73562,148800,-9.86532,52.5759
14002G,KNOCKACLARIG MXD N S,BROSNA,TRALEE,CO KERRY,,Cork,CATHOLIC,N,N,N,18,17,35,Mixed,116946,114432,-9.21695,52.2754
18246I,S N BAILE MUINE,BALLINEEN,CO CORK,,,Cork,CHURCH OF IRELAND,N,N,N,18,17,35,Mixed,134310,53726,-8.95093,51.7322
16763S,S N GLASAIN,CRAOSLOCH,LEITIRCEANAINN,CO DHUN NA NGALL,,Donegal,CATHOLIC,N,N,Y,13,22,35,Mixed,203379,428176,-7.94706,55.1008
18058H,SCOIL NAOMH SEOSAMH,RATHDOMHNAILL,TREANTACH,CO DUN NA NGALL,,Donegal,CATHOLIC,N,N,N,17,18,35,Mixed,212249,416240,-7.8086,54.9935
10591I,S N AN ARD MHOIR,CARNA,CONAMARA,CO NA GAILLIMHE,,Galway,CATHOLIC,N,Y,Y,24,11,35,Mixed,81744,229780,-9.77419,53.3051
13699U,S N COLMCILLE,LETTERMORE,CO GALWAY,,,Galway,CATHOLIC,N,Y,Y,22,13,35,Mixed,89479,227782,-9.6575,53.2888
18121L,S N MHUIRE,CARNA,CO NA GAILLIMHE,,,Galway,CATHOLIC,N,Y,Y,12,23,35,Mixed,79022,231823,-9.81579,53.3228
18441G,SCOIL NAOMH CHUAN,CILL IOMAIR,BEAL ATHA NA SLUAGH,CO NA GAILLIMHE,,Galway,CATHOLIC,N,Y,N,21,14,35,Mixed,183783,215308,-8.24263,53.188
11248A,SN AN GHLEANNA,AN DAINGEAN,CO CHIARRAI,,,Kerry,CATHOLIC,N,N,Y,16,19,35,Mixed,43413,104339,-10.289,52.1688
18075H,RATHDOMHNAIGH N S,RATHDOWNEY,CO LAOIS,,,Laois,CHURCH OF IRELAND,N,N,N,20,15,35,Mixed,228335,178279,-7.57932,52.8547
18236F,SCOIL NAOMH MUIRE,BEAL ATHA DA THUILLE,CO LUIMNI,,,Limerick,CATHOLIC,N,N,N,24,11,35,Mixed,118730,145799,-9.19843,52.5575
16431Q,S N OILIBEAR BEANNAITHE,STONETOWN LUBHADH,DUNDALK,CO LOUTH,,Louth,CATHOLIC,N,N,N,15,20,35,Mixed,292094,302623,-6.59662,53.9646
13811L,CORCREAGH N S,CORCREAGH,SHERCOCK,CO CAVAN,,Monaghan,CATHOLIC,N,N,N,19,16,35,Mixed,274950,305275,-6.85715,53.9912
17140K,S N BAILE SLUAGH,THURLES,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,30,5,35,Mixed,226553,154026,-7.60774,52.6369
17290G,DYSART NS,DYSART,MULLINGAR,CO WESTMEATH,,Westmeath,CATHOLIC,N,N,N,19,16,35,Mixed,235875,246790,-7.45971,53.4699
18714P,ST EDANS N S,FERNS,CO WEXFORD,,,Wexford,CHURCH OF IRELAND,N,N,N,22,13,35,Mixed,302129,149152,-6.49305,52.5841
20434V,Scoil Mhichil,Cahermurphy,Kilmihil,,,Clare,CATHOLIC,N,N,N,19,15,34,Mixed,109607.51,167539.95,-9.33887,52.7514
08828B,KILCORNEY MIXED N S,RATHCOOLE,MALLOW,CO CORK,,Cork,CATHOLIC,N,N,N,18,16,34,Mixed,134047,90379,-8.96175,52.0616
17763A,ROCKCHAPEL N S,ROCKCHAPEL NS,MALLOW,CO CORK,,Cork,CATHOLIC,N,N,N,19,15,34,Mixed,122212,115920,-9.14015,52.2895
15847T,S N LEITIR MHIC AN  BHAIRD,LEITHBHEARR,CO DHUN NA NGALL,,,Donegal,CATHOLIC,N,N,Y,16,18,34,Mixed,180595,401107,-8.30219,54.8573
16471F,ST DAVADOGS N S,TAMNEY,LETTERKENNY,CO DONEGAL,,Donegal,CATHOLIC,N,Y,N,19,15,34,Mixed,219837,439359,-7.68843,55.2009
17469A,SCOIL CUILM CILLE,BALLINDRAIT,LIFFORD,CO DONEGAL,,Donegal,CATHOLIC,N,Y,N,12,22,34,Mixed,227963,399675,-7.56468,54.844
17552K,SCOIL BHRIGHDE,PORTHALL,LIFFORD,CO DONEGAL,,Donegal,CATHOLIC,N,Y,N,16,18,34,Mixed,234204,402945,-7.46714,54.873
18131O,S N MUIRE GAN SMAL,ARD ARATHA,CO DUN NA NGALL,,,Donegal,CATHOLIC,N,Y,N,19,15,34,Mixed,173872,390793,-8.40595,54.7643
14273O,S N PADRAIG NAOFA,LISIN NA HEILTE,BOYOUNAGH,CASTLEREA,CO GALWAY,Galway,CATHOLIC,N,N,N,10,24,34,Mixed,158248,264328,-8.63114,53.6271
14366V,LOUGHFOUDER N S,KNOCKNAGOSHEL,CO KERRY,,,Kerry,CATHOLIC,N,N,N,13,21,34,Mixed,107255,115745,-9.35926,52.2857
19425N,BALLYROE CENTRAL N S,ATHY,CO KILDARE,,,Kildare,CATHOLIC,N,Y,N,20,14,34,Mixed,271713,190619,-6.93267,52.9616
17532E,S N DRUIM SLAOD,BAILE CRUAICH,CATHAIR NA MART,CO MAYO,,Mayo,CATHOLIC,N,Y,N,22,12,34,Mixed,80257,310412,-9.82757,54.0289
18876S,SN Baile Cuisin,Ballycushion,Kilconly,Tuam,Co. Galway,Mayo,CATHOLIC,N,N,N,13,21,34,Mixed,129156,256945,-9.06916,53.5576
20067U,ST JOSEPHS N S,KNOCKATALLON,SCOTSTOWN,CO MONAGHAN,,Monaghan,CATHOLIC,N,N,N,18,16,34,Mixed,255309,338886,-7.15044,54.2957
15308M,ATHLEAGUE N S,ATHLEAGUE,CO ROSCOMMON,,,Roscommon,CATHOLIC,N,N,N,18,16,34,Mixed,183547,257547,-8.24836,53.5676
15980V,CAMCLOON N S,ATHLONE,CO WESTMEATH,,,Roscommon,CATHOLIC,N,N,N,14,20,34,Mixed,195970,233364,-8.06052,53.3505
18027T,CLOONIQUIN N S,AILFIONN,CAISLEAN RIABHACH,CO ROS COMAIN,,Roscommon,CATHOLIC,N,N,N,16,18,34,Mixed,184862,284016,-8.2298,53.8054
18182I,NAOMH ATRACHTA,KINGSLAND,MAINISTIR NA BUILLE,CO ROSCOMMON,,Roscommon,CATHOLIC,N,N,N,17,17,34,Mixed,175151,296218,-8.3782,53.9147
18366S,S N AODAIN,BALLINTRILLICK,CLIFFONEY,CO SLIGO,,Sligo,CATHOLIC,N,N,N,18,16,34,Mixed,173605,351009,-8.40653,54.4069
15948C,CLOLOGUE N S,CLOLOGUE,FERNS,CO WEXFORD,,Wexford,CATHOLIC,N,N,N,14,20,34,Mixed,306631,150467,-6.42622,52.5951
17096K,S N NMH FHINGIN,GARRYHILL,MUINEBHEAG,CO CARLOW,,Carlow,CATHOLIC,N,Y,N,21,12,33,Mixed,277649,159052,-6.85184,52.6771
15140A,BALLINGREE MXD N S,MACROOM,CO CORK,,,Cork,CATHOLIC,N,N,N,21,12,33,Mixed,136484,80963,-8.92447,51.9772
15380U,DROMAGH MIXED N S,DROMAGH,MALLOW,CO. CORK,,Cork,CATHOLIC,N,N,N,13,20,33,Mixed,134967,98432,-8.94987,52.134
16611S,GLENTOGHER CON N S,CARNDONAGH,CO DONEGAL,,,Donegal,CATHOLIC,N,N,N,15,18,33,Mixed,246799,441845,-7.26456,55.2214
16854V,BUNCRANA N S,BUNCRANA,CO DONEGAL,,,Donegal,CHURCH OF IRELAND,N,N,N,16,17,33,Mixed,234754,431973,-7.45505,55.1337
17574U,S N NAOMH CIARAIN,CILL CHIARAIN,CONAMARA,CO NA GAILLIMHE,,Galway,CATHOLIC,N,Y,Y,13,20,33,Mixed,84497,232116,-9.73376,53.3267
19290Q,BALLYCONEELY N S,CLIFDEN,CO GALWAY,,,Galway,CATHOLIC,N,Y,N,19,14,33,Mixed,62248,244274,-10.0728,53.4306
07990F,SCOIL NAOMH CARTHACH,Ballyfinane,Firies,Killarney,Co Kerry,Kerry,CATHOLIC,N,N,N,12,21,33,Mixed,88091,105970,-9.63678,52.1943
09841V,S N BHAILE AN CHROSAIGH,BALLYDUFF,TRALEE,CO KERRY,,Kerry,CATHOLIC,N,N,N,15,18,33,Mixed,85224,130579,-9.68708,52.4148
18573A,Scoil Chriost Ri,Drumnacurra,Causeway,Co Kerry,,Kerry,CATHOLIC,N,N,N,16,17,33,Mixed,79977,132964,-9.76502,52.4351
08342V,BOHERMORE N S,BALLYSIMON,CO LIMERICK,,,Limerick,CATHOLIC,N,N,N,15,18,33,Mixed,164471,151172,-8.52455,52.6107
10223C,TASHINNY N S,TASHINNY,COLEHILL,CO LONGFORD,,Longford,CHURCH OF IRELAND,N,N,N,18,15,33,Mixed,220133,260264,-7.69592,53.5918
15866A,CARRAKENNEDY N S,WESTPORT,CO MAYO,,,Mayo,CATHOLIC,N,Y,N,20,13,33,Mixed,96667,273917,-9.56494,53.7047
15967G,CRIMLIN N S,CASTLEBAR,CO MAYO,,,Mayo,CATHOLIC,N,N,N,11,22,33,Mixed,117459,297512,-9.25647,53.9203
16832L,MUIRISC NS,MUIRISC,WESTPORT,CO MAYO,,Mayo,CATHOLIC,N,N,N,19,14,33,Mixed,91899,282381,-9.64007,53.7797
18037W,S N MHUIRE,BAILE UI EARAIN,BAILE LOIBIN,CO NA MI,,Meath,CATHOLIC,N,N,N,12,21,33,Mixed,290827,282247,-6.62195,53.7818
16954C,SCOIL MHICHIL,ROCKWALLACE,CO MONAGHAN,,,Monaghan,CATHOLIC,N,N,N,17,16,33,Mixed,272128,330335,-6.8942,54.2168
19362P,ST PATRICKS N S,CLARA,KILLYBRONE,EMYVALE  CO MONAGHAN,,Monaghan,CATHOLIC,N,Y,N,22,11,33,Mixed,263430,350512,-7.02324,54.3992
13978B,S N NAOMH PADRAIG,BEAL ATHA FEARNAN,BOYLE,CO ROSCOMMON,,Roscommon,CATHOLIC,N,N,N,16,17,33,Mixed,186988,313219,-8.19877,54.0679
14056G,MOUNT TALBOT N S,MOUNT TALBOT,CO ROSCOMMON,,,Roscommon,CATHOLIC,N,N,N,16,17,33,Mixed,181336,253381,-8.28149,53.5301
18285S,S N CILL CHUIMIN,THURLES,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,19,14,33,Mixed,190147,159945,-8.14573,52.6906
17332T,ST MARYS PAROCHIAL SCHOOL,CLONMEL,CO. TIPPERARY.,,,Tipperary,CHURCH OF IRELAND,N,N,N,18,15,33,Mixed,219501,122472,-7.71376,52.3536
19726E,STRADBALLY C. OF IRE. NS,STRADBALLY,CO WATERFORD,,,Waterford,CHURCH OF IRELAND,N,N,N,22,11,33,Mixed,236729,97565,-7.4636,52.1289
16767D,CORONEA N S,ARVA,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,17,15,32,Mixed,231340,298854,-7.52274,53.938
16945B,LISGRIFFIN N S,BUTTEVANT,CO CORK,,,Cork,CATHOLIC,N,N,N,17,15,32,Mixed,149179,107988,-8.74374,52.2214
18250W,S N BAILE MOR,DUNFANAGHY PO,LETTERKENNY,CO DONEGAL,,Donegal,CHURCH OF IRELAND,N,Y,N,13,19,32,Mixed,204998,434773,-7.92158,55.1601
12502Q,S N EANNA,ROUNDSTONE,CO GALWAY,,,Galway,CATHOLIC,N,Y,N,21,11,32,Mixed,72522,239752,-9.91648,53.3925
14421D,S N ARD,AIRD THIAR,CARNA,CO NA GAILLIMHE,,Galway,CATHOLIC,N,Y,Y,13,19,32,Mixed,75140,232340,-9.87422,53.3266
14724V,SCOIL RONAIN,OILEAN TRA BHAN,LEITIR MOR,GAILLIMH,,Galway,CATHOLIC,N,Y,Y,14,18,32,Mixed,89672,222298,-9.65271,53.2396
16596C,ST FEICHINS N SCHOOL,ABBEY,LOUGHREA,CO GALWAY,,Galway,CATHOLIC,N,N,N,17,15,32,Mixed,173866,206043,-8.39024,53.1044
17660N,S N NAOMH TREASA,CAISEAL,CO NA GAILLIMHE,,,Galway,CATHOLIC,N,Y,N,18,14,32,Mixed,79967,242470,-9.80565,53.4187
16456J,SCOIL NAISIUNTA EIRC,BAILE AN MHORAIGH,BAILE NA NGALL,TRA LI,CO CHIARRAI,Kerry,CATHOLIC,N,Y,Y,18,14,32,Mixed,39893,109595,-10.3429,52.2149
17271C,SCOIL MHUIRE MUIGHEO,CRETTYARD,CARLOW,CO CARLOW,,Laois,CATHOLIC,N,N,N,18,14,32,Mixed,261527,177621,-7.08671,52.8461
17206O,GLEBE N S,LARGY N S,KINLOUGH,CO LEITRIM,,Leitrim,CATHOLIC,N,N,N,18,14,32,Mixed,183925,344174,-8.24722,54.3459
06852L,GARRACLOON N S,BALLINA,CO MAYO,,,Mayo,CATHOLIC,N,Y,N,19,13,32,Mixed,119220,316579,-9.23473,54.0919
13758K,TEMPLEMARY N S,TEMPLEMARY NS,KILLALA,CO MAYO,,Mayo,CATHOLIC,N,Y,N,15,17,32,Mixed,118036,332353,-9.25711,54.2334
